2490996271000 6.366532547 3.500030701 8.469911330 -0.007851871 -0.604162208 0.796808102 -0.004830675
2491096262000 6.377300848 3.320093679 8.533844296 0.001530304 -0.592132358 0.804866810 -0.039715615
2491196253000 6.390893823 3.276583719 8.563389412 -0.010374402 -0.578375085 0.814264906 -0.048388385
2491296243000 6.392225472 3.236290002 8.579293259 -0.017572415 -0.557292258 0.828230398 -0.056138666
2491396234000 6.398517338 3.212151536 8.609400067 -0.021213602 -0.545454381 0.835648744 -0.060903745
2491496225000 6.413897557 3.165960827 8.642759294 -0.033755715 -0.521915225 0.849445520 -0.070057969
2491596216000 6.430497019 3.103331053 8.674238123 -0.040106225 -0.506117267 0.858830949 -0.068082675
2491696207000 6.413851277 3.042599056 8.694077784 -0.034513115 -0.514740416 0.854711775 -0.057715812
2491796198000 6.412884006 2.967745501 8.725051995 -0.031196058 -0.516455332 0.854007647 -0.054454949
2491896189000 6.414426729 2.889633772 8.759683910 -0.027223319 -0.520368845 0.851988525 -0.050850367
2491996179000 6.408252130 2.825236748 8.802104874 -0.028553434 -0.520990394 0.851561913 -0.050901101
2492096170000 6.403059989 2.748224880 8.838152028 -0.029559406 -0.525536533 0.848690739 -0.051588462
2492196161000 6.393092577 2.683280821 8.873677464 -0.026712530 -0.533612425 0.843906144 -0.048580142
2492296152000 6.381018264 2.618061668 8.911387086 -0.016788592 -0.537814423 0.841854158 -0.041878709
2492396143000 6.340997332 2.515672601 8.966030250 -0.015216064 -0.543877010 0.838095791 -0.039463735
2492496134000 6.337805823 2.425575390 9.005898284 -0.008720594 -0.547547003 0.836010757 -0.034491724
2492596125000 6.309354188 2.324107982 9.061668734 -0.011002619 -0.552485353 0.832822163 -0.032320262
2492696115000 6.301632516 2.237511699 9.112666648 -0.017517139 -0.554393603 0.831651331 -0.026430902
2492796106000 6.296398017 2.151036341 9.162933286 -0.018790945 -0.552895386 0.832841402 -0.018074715
2492896097000 6.268440909 2.081284616 9.219701400 -0.015852331 -0.539637201 0.841602064 -0.015705289
2492996088000 6.263857900 1.990354681 9.280844092 -0.018788777 -0.530771798 0.847090015 -0.019261551
2493096079000 6.262630782 1.896191719 9.358796512 -0.031466211 -0.531786083 0.845761240 -0.030107067
2493196070000 6.245293487 1.820151909 9.423513246 -0.031153881 -0.527119414 0.848601621 -0.032365921
2493296061000 6.216863619 1.727302976 9.482575009 -0.027364259 -0.523676572 0.850606660 -0.038508546
2493396051000 6.226563127 1.600497889 9.593409560 -0.016197769 -0.517361057 0.854727839 -0.039038912
2493496042000 6.210170176 1.504016991 9.662809903 -0.027222241 -0.513571181 0.856319840 -0.047115673
2493596033000 6.204106363 1.387865843 9.729023604 -0.030755873 -0.518106518 0.853193069 -0.051797571
2493696024000 6.192463282 1.281741908 9.776810307 -0.035478607 -0.520319922 0.852102961 -0.043965407
2493796015000 6.152558366 1.177941847 9.837679877 -0.028616811 -0.522321893 0.851389422 -0.038833669
2493896006000 6.122046315 1.075716913 9.908514628 -0.026238128 -0.525142219 0.849830822 -0.036255076
2493995997000 6.089780821 0.986264258 10.005961835 -0.019594170 -0.524973201 0.850263496 -0.032809963
2494095987000 6.065550389 0.912961769 10.080116550 -0.012353390 -0.523821454 0.851267130 -0.028312108
2494195978000 6.021705669 0.883198406 10.169068598 -0.011788517 -0.526710777 0.849477250 -0.028757431
2494295969000 5.986440076 0.790869400 10.238842296 -0.013803008 -0.533847994 0.845060649 -0.026296713
2494395960000 5.955782937 0.730293192 10.329024071 -0.005453794 -0.550638216 0.834411807 -0.023167973
