2550390840000,22.30378599,114.18005861,0,0
2551390749000,22.30396684,114.17999834,4.82862,60.5187
2552390657000,22.3040477,114.17997233,4.85274,81.59
2553390566000,22.30409203,114.17994538,4.85794,39.2377
2554390474000,22.30412172,114.17993773,4.85662,22.3187
2555390383000,22.30414803,114.17992915,4.84038,37.1886
2556390291000,22.30416727,114.17991323,4.84459,11.0046
2557390200000,22.3041761,114.17990199,4.83732,8.101
2558390109000,22.30417878,114.17989541,4.8348,10.7922
2559390018000,22.30418122,114.1798931,4.84144,5.7894
2560389927000,22.30417277,114.17988614,4.83685,11.8535
2561389836000,22.30417261,114.17988966,4.83119,15.7251
2562389745000,22.30417565,114.17989456,4.82995,11.4728
2563389654000,22.3041763,114.17989137,4.81011,16.1427
2564389563000,22.30417887,114.17989111,4.82581,13.7245
2565389472000,22.30418216,114.17988957,4.82796,7.5165
2566389381000,22.3041783,114.17988578,4.80984,17.1109
2567389290000,22.30417851,114.1798866,4.82483,7.6403
2568389199000,22.30417683,114.17987478,4.82417,7.6999
2569389108000,22.30417846,114.17986519,4.81479,16.4599
2570389017000,22.30418403,114.17987294,4.83523,9.9255
2571388926000,22.30418045,114.17987845,4.82863,19.0637
2572388835000,22.3041738,114.17987522,4.82805,14.5195
2573388744000,22.30416952,114.17986825,4.83366,13.9163
2574388653000,22.30416981,114.17986597,4.82223,14.5321
2575388562000,22.30416912,114.17986768,4.831,11.886
2576388471000,22.3041667,114.17987232,4.82948,14.5069
2577388380000,22.30416642,114.17987131,4.8359,9.2821
2578388289000,22.30417221,114.17986867,4.81788,9.1262
2579388198000,22.30418234,114.17987638,4.83117,11.816
2580388107000,22.30420059,114.17988835,4.81678,11.4955
2581388016000,22.30424275,114.17991403,4.79879,14.256
