698455594610000,0.04033,0.00935,0.00871,0.69036,0.72344,-0.00233,-0.00517,0.00049,0.02039,0.045
698455694601000,0.0176,0.06713,0.01682,0.69702,0.71694,0.00726,-0.01025,-0.04439,0.12452,0.1055
698455794592000,0.02067,0.08506,0.04197,0.68668,0.72656,0.01755,-0.01644,-0.06019,0.1141,0.15604
698455894582000,0.03508,0.10639,0.06516,0.67576,0.73674,0.01891,-0.01418,0.03977,0.10836,0.17584
698456027904000,0.04631,0.12659,0.09003,0.67342,0.73909,0.01261,-0.00993,0.10529,0.06417,0.18823
698456094564000,0.05257,0.12343,0.09578,0.67384,0.73862,0.01674,-0.01009,0.1383,0.05452,0.19678
698456194555000,0.06768,0.13517,0.1181,0.6692,0.7428,0.01833,-0.00901,0.2001,0.07468,0.20805
698456294546000,0.08578,0.14685,0.13767,0.66241,0.74901,0.01284,-0.00558,0.27183,0.12304,0.21232
698456427867000,0.10368,0.17435,0.17173,0.65691,0.75389,0.01006,-0.00513,0.31828,0.19392,0.2318
698456494528000,0.12589,0.07468,0.22683,0.63965,0.76848,0.01048,-0.01351,0.3167,0.06266,0.30267
698456594518000,0.11251,0.1459,0.24046,0.63824,0.76934,0.01399,-0.024,0.31894,0.14993,0.30653
698456694509000,0.13764,0.30184,0.21216,0.65712,0.75264,0.02007,-0.03625,0.35421,0.35028,0.31661
698456794500000,0.14697,0.36647,0.22206,0.67057,0.74024,0.0229,-0.04312,0.35819,0.40518,0.35083
698456894491000,0.19317,0.40453,0.26249,0.67159,0.73938,0.0217,-0.0425,0.35104,0.39276,0.37466
698456994482000,0.2088,0.46114,0.28425,0.67231,0.73908,0.01915,-0.03742,0.3176,0.4055,0.29546
698457094473000,0.22007,0.46379,0.32188,0.6755,0.73619,0.02062,-0.03606,0.29288,0.34717,0.28506
698457194464000,0.24601,0.47014,0.36073,0.67815,0.7337,0.02365,-0.03516,0.25988,0.28754,0.32237
698457294454000,0.24652,0.54361,0.36119,0.68082,0.73134,0.01962,-0.03518,0.21601,0.33763,0.30505
698457394445000,0.26281,0.62264,0.38232,0.68122,0.73109,0.01432,-0.03524,0.16863,0.44632,0.31207
698457494436000,0.27413,0.71449,0.40109,0.67745,0.7345,0.0109,-0.03814,0.12759,0.56154,0.33436
698457627757000,0.2848,0.79047,0.42074,0.67919,0.73275,0.0087,-0.0413,0.1392,0.62086,0.39821
698457694418000,0.29369,0.87018,0.44743,0.68087,0.7307,0.01288,-0.04828,0.14565,0.65449,0.39113
698457794409000,0.32322,0.87294,0.42271,0.69357,0.71857,0.0082,-0.05055,0.16733,0.62298,0.28353
698457894400000,0.26049,0.58573,0.29769,0.71153,0.70171,-0.01472,-0.03313,0.05367,0.39114,0.14229
698457994390000,0.24816,0.64085,0.28171,0.71758,0.69532,-0.01917,-0.03524,0.07031,0.43759,0.07354
698458094381000,0.20887,0.87097,0.28359,0.71688,0.69573,-0.02245,-0.03925,0.10237,0.58115,0.04221
698458194372000,-0.0873,1.36589,0.25009,0.70867,0.70395,-0.01928,-0.04321,0.06316,0.83733,0.03241
698458294363000,-0.0868,1.4459,0.26079,0.71166,0.70116,-0.0196,-0.03923,0.09197,0.87536,0.10307
698458394354000,-0.07344,1.59588,0.25121,0.71331,0.69963,-0.01838,-0.0369,0.09604,0.93717,0.20665
698458494345000,-0.09462,1.70638,0.30279,0.71025,0.703,-0.01911,-0.03109,0.03009,0.92681,0.23948
698458594336000,-0.06332,1.81038,0.33371,0.70856,0.70486,-0.02338,-0.02402,-0.0039,0.90395,0.17185
698458694326000,-0.098,1.84707,0.33612,0.70933,0.70418,-0.02103,-0.02323,-0.05797,0.83602,0.09969
698458794317000,-0.11285,1.98675,0.33669,0.71216,0.70137,-0.01453,-0.02661,-0.12317,0.89504,0.06734
698458894308000,-0.14689,2.07363,0.34248,0.71416,0.69935,-0.01532,-0.0256,-0.19506,0.94416,0.07009
698458994299000,-0.15221,2.13528,0.35631,0.71405,0.69941,-0.01867,-0.02461,-0.22331,0.95948,0.13109
698459127620000,-0.17938,2.22564,0.38618,0.71411,0.69918,-0.01263,-0.03227,-0.20896,0.91767,0.26836
698459227611000,-0.19946,2.30513,0.40247,0.71342,0.69986,-0.01668,-0.03076,-0.17333,0.86907,0.21942
698459327602000,-0.21751,2.39836,0.41935,0.71497,0.69818,-0.01586,-0.03321,-0.14656,0.8607,0.15764
698459427593000,-0.22202,2.49493,0.43076,0.71845,0.69456,-0.01437,-0.03483,-0.10453,0.88419,0.11932
698459494253000,-0.22743,2.533,0.44111,0.7202,0.69277,-0.01647,-0.03337,-0.09098,0.89017,0.10737
698459594244000,-0.23578,2.62799,0.44793,0.72244,0.69044,-0.01809,-0.03222,-0.06547,0.93428,0.09892
698459694235000,-0.23808,2.71443,0.4535,0.7232,0.68968,-0.01773,-0.03173,-0.03367,0.97056,0.14644
698459794226000,-0.26482,2.88658,0.4355,0.72277,0.6902,-0.01822,-0.02997,-0.00973,1.04349,0.23227
698459927547000,-0.2878,3.00093,0.45096,0.71661,0.69647,-0.02048,-0.03111,-0.07705,1.01389,0.21748
698460027538000,-0.31579,3.10374,0.4623,0.71586,0.69719,-0.02021,-0.03256,-0.1374,0.98191,0.13749
698460127529000,-0.27283,3.1898,0.44274,0.72084,0.69214,-0.0208,-0.03004,-0.14867,0.98718,0.07848
698460194189000,-0.30466,3.23752,0.45959,0.72421,0.68871,-0.02153,-0.02695,-0.2122,0.98209,0.06477
698460294180000,-0.33786,3.25453,0.44276,0.72538,0.68753,-0.02388,-0.02363,-0.23794,0.96458,0.05722
698460427501000,-0.28809,3.18329,0.43421,0.72073,0.69228,-0.01912,-0.03039,-0.24489,0.90153,0.13927
698460494162000,-0.34688,3.06519,0.41684,0.71944,0.69352,-0.01611,-0.0343,-0.26197,0.81034,0.20148
698460594153000,-0.35171,3.15208,0.45138,0.71837,0.69464,-0.02014,-0.03177,-0.22807,0.78556,0.22245
698460694144000,-0.41949,3.25577,0.46878,0.71821,0.69477,-0.02174,-0.03167,-0.19609,0.70692,0.16446
698460794134000,-0.45229,3.39332,0.48648,0.71918,0.69366,-0.01727,-0.03624,-0.15449,0.72451,0.11787
698460894125000,-0.44692,3.55647,0.51294,0.72004,0.69269,-0.01604,-0.03834,-0.09961,0.77228,0.07782
698460994116000,-0.43509,3.72815,0.53983,0.72104,0.69165,-0.0168,-0.03786,-0.06119,0.84457,0.07364
698461094107000,-0.43021,3.72289,0.53725,0.72037,0.69237,-0.01782,-0.0371,-0.0145,0.8157,0.10777
698461194098000,-0.45526,3.39509,0.46158,0.7194,0.69338,-0.02104,-0.03534,0.01891,0.68022,0.1708
698461294089000,-0.4146,3.00214,0.41367,0.71299,0.69989,-0.02242,-0.03608,0.03377,0.54144,0.18635
698461394080000,-0.44489,3.08726,0.42451,0.71057,0.70232,-0.02494,-0.03493,-0.03122,0.50965,0.13459
698461494070000,-0.4235,3.06229,0.44569,0.70917,0.70378,-0.02503,-0.03396,-0.04365,0.47643,0.06353
698461594061000,-0.4276,3.21346,0.47326,0.71143,0.70157,-0.02437,-0.03262,-0.09564,0.5347,0.02322
