2490996271000 -0.00554 0.01995 -0.00951 0.00023 0.71738 0.69632 0.02246
2491096262000 0.10136 0.17846 -0.00462 -0.03348 0.72683 0.68595 0.00899
2491196253000 0.12589 0.22460 -0.01945 -0.04379 0.73760 0.67352 0.01984
2491296243000 0.14855 0.26152 -0.01821 -0.05275 0.75387 0.65438 0.02617
2491396234000 0.15505 0.29753 -0.03198 -0.05814 0.76259 0.64359 0.02927
2491496225000 0.18061 0.34776 -0.04948 -0.06918 0.77890 0.62199 0.04072
2491596216000 0.21971 0.40672 -0.06302 -0.06828 0.79004 0.60739 0.04734
2491696207000 0.24673 0.46370 -0.04348 -0.05716 0.78504 0.61531 0.04302
2491796198000 0.28647 0.53415 -0.03897 -0.05349 0.78420 0.61689 0.04012
2491896189000 0.32809 0.60877 -0.03752 -0.04936 0.78180 0.62049 0.03660
2491996179000 0.35220 0.68227 -0.03673 -0.04956 0.78128 0.62105 0.03791
2492096170000 0.38906 0.75882 -0.03057 -0.05028 0.77786 0.62522 0.03880
2492196161000 0.41499 0.82847 -0.02314 -0.04680 0.77219 0.63262 0.03630
2492296152000 0.43906 0.90040 -0.01492 -0.03887 0.76983 0.63648 0.02725
2492396143000 0.46874 1.01491 0.01789 -0.03617 0.76540 0.64201 0.02595
2492496134000 0.51436 1.10209 0.02378 -0.03038 0.76301 0.64535 0.02009
2492596125000 0.54847 1.21413 0.04609 -0.02841 0.75922 0.64982 0.02259
2492696115000 0.58404 1.30837 0.04957 -0.02332 0.75775 0.65145 0.02976
2492796106000 0.62108 1.40141 0.05128 -0.01521 0.75913 0.64997 0.03205
2492896097000 0.63170 1.49400 0.06482 -0.01275 0.76949 0.63785 0.02950
2492996088000 0.66717 1.59773 0.06186 -0.01680 0.77595 0.62976 0.03203
2493096079000 0.69868 1.71512 0.04880 -0.02908 0.77426 0.63072 0.04328
2493196070000 0.71532 1.81506 0.05115 -0.03137 0.77764 0.62647 0.04272
2493296061000 0.74156 1.92407 0.06972 -0.03707 0.78008 0.62341 0.03823
2493396051000 0.78675 2.08381 0.03977 -0.03636 0.78511 0.61770 0.02712
2493496042000 0.81662 2.19992 0.04415 -0.04578 0.78694 0.61421 0.03709
2493596033000 0.86746 2.32370 0.04626 -0.05077 0.78321 0.61839 0.04000
2493696024000 0.91696 2.42885 0.05943 -0.04353 0.78182 0.62031 0.04563
2493796015000 0.94478 2.54882 0.08950 -0.03757 0.78100 0.62216 0.03944
2493896006000 0.97130 2.67294 0.10649 -0.03467 0.77916 0.62474 0.03738
2493995997000 0.97499 2.80902 0.10899 -0.03045 0.77973 0.62460 0.03121
2494095987000 0.98179 2.91581 0.11192 -0.02513 0.78100 0.62354 0.02458
2494195978000 0.94009 3.01057 0.11342 -0.02545 0.77888 0.62620 0.02395
2494295969000 0.95754 3.12876 0.13246 -0.02312 0.77361 0.63270 0.02621
2494395960000 0.94428 3.24083 0.12993 -0.01869 0.76115 0.64806 0.01821
2494495951000 0.91778 3.32435 0.09486 -0.01770 0.75301 0.65760 0.01471
2494595942000 0.91581 3.42583 0.06586 -0.01212 0.74516 0.66636 0.02360
2494695933000 0.92347 3.54600 0.06168 -0.00449 0.73790 0.67451 0.02284
2494795923000 0.93503 3.66711 0.06084 0.00010 0.73743 0.67524 0.01535
