697240240088000,22.30445176,114.17982948,4.77,88.3492
697241240087000,22.30445177,114.17982701,4.77,57.2927
697242206665000,22.30445754,114.17982108,4.77,81.4662
697243173243000,22.30446795,114.17981657,4.77,56.1268
697244139821000,22.30447519,114.179807,4.77,38.5671
697245106399000,22.30447697,114.17979159,4.77,32.934
697246072977000,22.30447967,114.17977105,4.77,61.7484
697247039555000,22.3044805,114.1797522,4.77,25.9432
697248006133000,22.30448301,114.17973925,4.77,24.3164
697248972711000,22.30448793,114.1797284,4.77,29.348
697249939289000,22.30449029,114.17971781,4.77,51.584
697250905867000,22.30448878,114.1797096,4.77,30.3005
697251872445000,22.304487,114.1796974,4.77,48.362
697252839023000,22.30448348,114.17968392,4.77,30.3579
697253805601000,22.30448073,114.17967281,4.77,22.9591
697254772179000,22.304481,114.17966747,4.77,37.4391
697255738757000,22.30448144,114.17966266,4.77,31.3976
697256705335000,22.30448431,114.17965535,4.77,9.6577
697257671913000,22.30449096,114.17964773,4.77,11.5382
697258638491000,22.30449039,114.17964018,4.77,4.2701
697259605069000,22.30448756,114.17963744,4.77,6.6904
697260571647000,22.30448574,114.17963805,4.77,38.4088
697261538225000,22.30448741,114.17963617,4.77,8.8866
697262504803000,22.30448797,114.17963211,4.77,13.3046
697263471381000,22.30448929,114.17963023,4.77,8.6823
697264437959000,22.30448747,114.17963082,4.77,17.6938
697265404537000,22.30449033,114.1796343,4.77,10.5178
697266371115000,22.30448927,114.17964047,4.77,14.2261
697267337693000,22.30448894,114.1796456,4.77,15.3574
697268304271000,22.30449144,114.17965409,4.77,18.5228
697269270849000,22.3044944,114.17966751,4.77,23.9918
697270237427000,22.30449619,114.17967993,4.77,22.6985
697271204005000,22.30449906,114.17969237,4.77,22.9482
697272170583000,22.30450161,114.17969807,4.77,25.3455
697273137161000,22.30450067,114.17970263,4.77,24.4173
697274103739000,22.30448704,114.17970839,4.77,30.9195
697275070317000,22.30448424,114.17971295,4.77,35.1658
697276036895000,22.304486,114.17973148,4.77,32.2317
697277003473000,0,0,0,0
697277970051000,0,0,0,0
697278936629000,0,0,0,0
697279903207000,0,0,0,0
697280869785000,0,0,0,0
697281836363000,0,0,0,0
697282802941000,0,0,0,0
697283769519000,0,0,0,0
697284736097000,0,0,0,0
697285702675000,0,0,0,0
697286669253000,0,0,0,0
697287635831000,0,0,0,0
697288602409000,0,0,0,0
697289568987000,0,0,0,0
697290535565000,0,0,0,0
697291502143000,0,0,0,0
697292468721000,0,0,0,0
697293435299000,0,0,0,0
697294401877000,0,0,0,0
697295368455000,0,0,0,0
697296335033000,0,0,0,0
697297301611000,0,0,0,0
697298268189000,0,0,0,0
697299234767000,0,0,0,0
697300201345000,0,0,0,0
697301167923000,0,0,0,0
697302134501000,0,0,0,0
697303101079000,0,0,0,0
697304067657000,0,0,0,0
697305034235000,0,0,0,0
697306000813000,0,0,0,0
697306967391000,0,0,0,0
697307933969000,0,0,0,0
697308900547000,0,0,0,0
697309867125000,0,0,0,0
697310833703000,0,0,0,0
697311800281000,0,0,0,0
697312766859000,0,0,0,0
697313733437000,0,0,0,0
697314700015000,0,0,0,0
697315666593000,0,0,0,0
697316633171000,0,0,0,0
697317599749000,0,0,0,0
697318566327000,0,0,0,0
697319532905000,0,0,0,0
697320499483000,0,0,0,0
697321466061000,0,0,0,0
697322432639000,0,0,0,0
697323399217000,0,0,0,0
697324365795000,0,0,0,0
697325332373000,0,0,0,0
697326298951000,0,0,0,0
697327265529000,0,0,0,0
697328232107000,0,0,0,0
697329198685000,0,0,0,0
697330165263000,0,0,0,0
697331131841000,0,0,0,0
697332098419000,0,0,0,0
697333064997000,0,0,0,0
697334031575000,0,0,0,0
697334998153000,0,0,0,0
697335964731000,0,0,0,0
697336931309000,0,0,0,0
697337897887000,0,0,0,0
697338864465000,0,0,0,0
697339831043000,0,0,0,0
697340797621000,0,0,0,0
697341764199000,0,0,0,0
697342730777000,0,0,0,0
697343697355000,22.30417661,114.1798265,4.77,37.1764
697344663933000,0,0,0,0
697345630511000,0,0,0,0
697346597089000,0,0,0,0
697347563667000,22.30404905,114.17999033,4.77,18.8908
