697241573299000,0.0513,0.13056,0.04799,0.72188,0.6862,-0.073,-0.05188,0.08685,0.23512,0.1685
697241673290000,0.02929,0.12921,0.01786,0.70813,0.70124,-0.0685,-0.04608,0.05232,0.12046,0.05166
697241773281000,0.04262,0.1737,0.0224,0.70486,0.70456,-0.0677,-0.04681,0.04477,0.16044,0.00936
697241873272000,0.03715,0.22188,0.01847,0.70776,0.70152,-0.0682,-0.04787,0.03596,0.22776,-0.01881
697241973263000,0.03081,0.25293,0.01204,0.70892,0.69984,-0.07093,-0.05136,-0.01846,0.25156,-0.01921
697242073254000,0.02625,0.29847,0.00546,0.71114,0.69716,-0.06512,-0.06325,-0.02622,0.29622,-0.03289
697242173245000,-0.00182,0.33884,0.00418,0.70466,0.70309,-0.05752,-0.0763,-0.03226,0.35079,-0.02691
697242273235000,-0.02065,0.37918,0.00578,0.69584,0.71058,-0.05442,-0.08896,-0.0515,0.39603,-0.00035
697242373226000,-0.03481,0.42145,0.00564,0.6923,0.71299,-0.05097,-0.09884,-0.04876,0.42178,0.04198
697242473217000,-0.03212,0.46645,0.01123,0.69475,0.70962,-0.05088,-0.10567,-0.0313,0.43476,0.08415
697242573208000,-0.02654,0.5364,0.01288,0.69491,0.70783,-0.05881,-0.11231,-0.01348,0.45224,0.06022
697242706529000,-0.02169,0.59287,0.02264,0.69174,0.70812,-0.06619,-0.12526,-0.01591,0.43571,0.05216
697242773190000,-0.01453,0.61695,0.02565,0.6911,0.70841,-0.06461,-0.12791,0.01974,0.43878,0.0408
697242873181000,-0.02063,0.6567,0.02211,0.69184,0.7074,-0.06635,-0.12863,0.04303,0.45743,-0.00942
697242973171000,-0.02321,0.71683,0.01145,0.69245,0.70659,-0.06934,-0.12819,0.06758,0.50032,-0.04387
697243073162000,-0.01392,0.77136,0.00394,0.69355,0.70544,-0.07052,-0.12794,0.11448,0.5399,-0.02645
697243173153000,-0.00293,0.83555,0.00096,0.69399,0.70519,-0.07198,-0.12614,0.15164,0.58661,0.02951
697243273144000,0.00031,0.88752,-0.00215,0.69576,0.70401,-0.06989,-0.12412,0.12995,0.57403,0.02827
697243373135000,-0.00442,0.92709,-0.00327,0.69893,0.70227,-0.06506,-0.11867,0.07706,0.4854,-0.00469
697243473126000,0.01492,1.01498,-0.00575,0.70226,0.69985,-0.06706,-0.11194,0.058,0.47282,-0.0205
697243573117000,0.02348,1.07881,-0.0104,0.70614,0.69618,-0.06687,-0.11059,0.00198,0.48182,-0.05027
697243673107000,0.03535,1.16367,-0.01223,0.70788,0.69476,-0.06894,-0.10707,-0.01391,0.50939,-0.05601
697243806429000,0.0149,1.2533,-0.01457,0.70716,0.6955,-0.06695,-0.10827,-0.07462,0.569,-0.03317
