2490996271000 22.304155584 114.179710005 -0.212200128
2491096262000 22.304154427 114.179708627 -0.212549570
2491196253000 22.304154077 114.179708293 -0.228697623
2491296243000 22.304153802 114.179707993 -0.228610384
2491396234000 22.304153502 114.179707852 -0.243026265
2491496225000 22.304153118 114.179707499 -0.261926732
2491596216000 22.304152687 114.179706998 -0.277388240
2491696207000 22.304152245 114.179706604 -0.259395117
2491796198000 22.304151714 114.179706064 -0.256980144
2491896189000 22.304151150 114.179705497 -0.257733303
2491996179000 22.304150559 114.179705098 -0.258602973
2492096170000 22.304149968 114.179704571 -0.254528958
2492196161000 22.304149413 114.179704161 -0.248767990
2492296152000 22.304148835 114.179703764 -0.242190000
2492396143000 22.304147894 114.179703207 -0.211742468
2492496134000 22.304147229 114.179702572 -0.208337598
2492596125000 22.304146320 114.179701982 -0.188487180
2492696115000 22.304145572 114.179701426 -0.187276991
2492796106000 22.304144837 114.179700859 -0.187865173
2492896097000 22.304144048 114.179700539 -0.175825071
2492996088000 22.304143216 114.179699964 -0.181168988
2493096079000 22.304142256 114.179699397 -0.196661343
2493196070000 22.304141416 114.179699006 -0.196080912
2493296061000 22.304140517 114.179698499 -0.179693023
2493396051000 22.304139217 114.179697709 -0.213017078
2493496042000 22.304138264 114.179697156 -0.211012132
2493596033000 22.304137289 114.179696387 -0.212006727
2493696024000 22.304136475 114.179695671 -0.201670171
2493796015000 22.304135483 114.179695120 -0.173974574
2493896006000 22.304134452 114.179694575 -0.159366144
2493995997000 22.304133267 114.179694221 -0.158702274
2494095987000 22.304132346 114.179693907 -0.157331629
2494195978000 22.304131424 114.179694078 -0.155772720
2494295969000 22.304130426 114.179693631 -0.138765895
2494395960000 22.304129415 114.179693495 -0.142313461
2494495951000 22.304128627 114.179693561 -0.177623164
2494595942000 22.304127734 114.179693351 -0.207835604
2494695933000 22.304126698 114.179693000 -0.213766968
2494795923000 22.304125661 114.179692608 -0.216489663
2494895914000 22.304124485 114.179692305 -0.227350135
2494995905000 22.304123359 114.179691974 -0.239867986
2495095896000 22.304122326 114.179691722 -0.243675799
2495195887000 22.304121260 114.179691389 -0.241024497
2495295878000 22.304120205 114.179691067 -0.232942353
2495395869000 22.304119173 114.179690668 -0.234263691
2495495859000 22.304118151 114.179690317 -0.228119155
2495595850000 22.304117106 114.179689926 -0.226342001
2495695841000 22.304116130 114.179689623 -0.210897066
2495795832000 22.304115092 114.179689298 -0.212115767
2495895823000 22.304114035 114.179688978 -0.222308196
2495995814000 22.304112882 114.179688644 -0.239672627
2496095805000 22.304111540 114.179688217 -0.250356794
2496195795000 22.304110368 114.179687853 -0.243616915
2496295786000 22.304109200 114.179687429 -0.243901219
2496395777000 22.304108037 114.179687059 -0.252605285
2496495768000 22.304106750 114.179686651 -0.255753841
2496595759000 22.304105582 114.179686265 -0.254169629
2496695750000 22.304104380 114.179685947 -0.253186859
2496795741000 22.304103128 114.179685627 -0.263334093
2496895731000 22.304101909 114.179685277 -0.271472968
2496995722000 22.304100633 114.179684890 -0.272135087
2497095713000 22.304099419 114.179684496 -0.266218031
2497195704000 22.304098158 114.179684069 -0.268812198
2497295695000 22.304096967 114.179683677 -0.280039057
2497395686000 22.304095611 114.179683249 -0.284163852
2497495677000 22.304094378 114.179682807 -0.271694725
2497595667000 22.304093077 114.179682367 -0.261567151
2497695658000 22.304091806 114.179681951 -0.257158435
2497795649000 22.304090517 114.179681584 -0.261761401
2497895640000 22.304089226 114.179681134 -0.258507555
2497995631000 22.304087794 114.179680707 -0.248569860
2498095622000 22.304086326 114.179680198 -0.243850898
2498195613000 22.304084980 114.179679690 -0.251466470
2498295603000 22.304083559 114.179679238 -0.260989415
2498395594000 22.304082117 114.179678684 -0.251841606
2498495585000 22.304080602 114.179678215 -0.248605647
2498595576000 22.304079196 114.179677718 -0.256117630
2498695567000 22.304078049 114.179677409 -0.275716492
2498795558000 22.304076634 114.179676908 -0.284999810
2498895549000 22.304075185 114.179676428 -0.284213738
2498995539000 22.304073785 114.179675905 -0.277619382
2499095530000 22.304072167 114.179675371 -0.289506581
2499195521000 22.304070835 114.179674838 -0.291387412
2499295512000 22.304069771 114.179674447 -0.287419737
2499395503000 22.304068342 114.179673896 -0.279713260
2499495494000 22.304067174 114.179673518 -0.279824863
2499595485000 22.304065773 114.179673018 -0.286422603
2499695475000 22.304064335 114.179672540 -0.295820800
2499795466000 22.304062805 114.179672113 -0.304148235
2499895457000 22.304061404 114.179671665 -0.296897480
2499995448000 22.304059957 114.179671112 -0.288230244
2500095439000 22.304058494 114.179670679 -0.290408320
2500195430000 22.304057063 114.179670185 -0.284086819
2500295421000 22.304055685 114.179669804 -0.278517911
2500395411000 22.304054132 114.179669353 -0.282828126
2500495402000 22.304052677 114.179668965 -0.288752133
2500595393000 22.304051187 114.179668477 -0.295219863
2500695384000 22.304049843 114.179668088 -0.290751402
2500795375000 22.304048467 114.179667623 -0.287773628
2500895366000 22.304047074 114.179667179 -0.288418628
2500995357000 22.304045800 114.179666788 -0.290241386
2501095347000 22.304044424 114.179666365 -0.283362359
2501195338000 22.304043323 114.179665971 -0.271189276
2501295329000 22.304042222 114.179665592 -0.270303225
2501395320000 22.304040869 114.179665187 -0.283033136
2501495311000 22.304039436 114.179664732 -0.295685282
2501595302000 22.304038035 114.179664252 -0.295883472
2501695293000 22.304036670 114.179663765 -0.296886578
2501795283000 22.304035452 114.179663310 -0.307677186
2501895274000 22.304034089 114.179662799 -0.323645659
2501995265000 22.304033036 114.179662404 -0.325949355
2502095256000 22.304031649 114.179661876 -0.324249097
2502195247000 22.304030490 114.179661440 -0.325568878
2502295238000 22.304029093 114.179660920 -0.335963148
2502395229000 22.304027901 114.179660491 -0.336186903
2502495219000 22.304026531 114.179659973 -0.332000610
2502595210000 22.304025599 114.179659639 -0.336674875
2502695201000 22.304024247 114.179659187 -0.350750914
2502795192000 22.304022893 114.179658762 -0.363950314
2502895183000 22.304021388 114.179658325 -0.364262383
2502995174000 22.304020029 114.179657908 -0.363336556
2503095165000 22.304018396 114.179657463 -0.373014340
2503195155000 22.304016997 114.179657103 -0.396692558
2503295146000 22.304015540 114.179656703 -0.416949645
2503395137000 22.304014236 114.179656378 -0.418687345
2503495128000 22.304012897 114.179656014 -0.414652873
2503595119000 22.304011602 114.179655650 -0.425791983
2503695110000 22.304010203 114.179655233 -0.431392296
2503795101000 22.304008797 114.179654799 -0.424095374
2503895091000 22.304007296 114.179654284 -0.417423524
2503995082000 22.304005937 114.179653815 -0.424253494
2504095073000 22.304004491 114.179653349 -0.442742553
2504195064000 22.304003007 114.179652835 -0.447744773
2504295055000 22.304001623 114.179652426 -0.442263804
2504395046000 22.304000162 114.179651958 -0.434858664
2504495037000 22.303998698 114.179651493 -0.439386324
2504595027000 22.303997239 114.179651001 -0.434974510
2504695018000 22.303995827 114.179650504 -0.425270049
2504795009000 22.303994662 114.179650054 -0.417231482
2504895000000 22.303993212 114.179649532 -0.435409697
2504994991000 22.303991577 114.179648947 -0.451675486
2505094982000 22.303990180 114.179648382 -0.456309860
2505194973000 22.303988942 114.179647891 -0.456133727
2505294963000 22.303987351 114.179647342 -0.455589455
2505394954000 22.303985842 114.179646874 -0.459777434
2505494945000 22.303984344 114.179646426 -0.456222508
2505594936000 22.303983185 114.179646086 -0.449644147
2505694927000 22.303981871 114.179645713 -0.446325512
2505794918000 22.303980352 114.179645289 -0.463811847
2505894909000 22.303978721 114.179644839 -0.481491748
2505994899000 22.303977255 114.179644414 -0.480771543
2506094890000 22.303975729 114.179643934 -0.482580004
2506194881000 22.303974239 114.179643435 -0.493358281
2506294872000 22.303972906 114.179642961 -0.513470927
2506394863000 22.303971463 114.179642483 -0.515245834
2506494854000 22.303969907 114.179641894 -0.508608555
2506594845000 22.303968520 114.179641405 -0.507369405
2506694835000 22.303967134 114.179640903 -0.520961610
2506794826000 22.303965626 114.179640340 -0.540126987
2506894817000 22.303964303 114.179639769 -0.538574453
2506994808000 22.303962626 114.179639066 -0.528585376
2507094799000 22.303961152 114.179638431 -0.521115132
2507194790000 22.303959838 114.179637895 -0.524053847
2507294781000 22.303958976 114.179637446 -0.519326649
2507394771000 22.303957498 114.179636874 -0.507458876
2507494762000 22.303956464 114.179636406 -0.506321677
2507594753000 22.303955036 114.179635883 -0.517204659
2507694744000 22.303953065 114.179635188 -0.528894315
2507794735000 22.303951602 114.179634590 -0.525757914
2507894726000 22.303950027 114.179633987 -0.524813429
2507994717000 22.303948473 114.179633400 -0.521389515
2508094707000 22.303946414 114.179632621 -0.534467705
2508194698000 22.303944882 114.179632001 -0.541258889
